# Annotated with Bakta
# Software: v1.9.1
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	1624610	1624849	+	AGJPKI_07670		Transcriptional regulator	RefSeq:WP_015456255.1, SO:0001217, UniParc:UPI000169A585, UniRef:UniRef100_A0A0E9AE44, UniRef:UniRef50_A0A7U4BU10, UniRef:UniRef90_A0A7U4BU10
contig_1	cds	1624966	1625079	-	AGJPKI_07675		Integral membrane protein	SO:0001217, UniParc:UPI0001B44DA6, UniRef:UniRef100_A0A0E8UV77, UniRef:UniRef50_A0A0E8UV77, UniRef:UniRef90_A0A0E8UV77
contig_1	cds	1625129	1625539	-	AGJPKI_07680		ATPase	RefSeq:WP_003898881.1, SO:0001217, UniParc:UPI00000D11D6, UniRef:UniRef100_A0A1R3XYC3, UniRef:UniRef50_G0TIP8, UniRef:UniRef90_G0TIP8
contig_1	cds	1625556	1626299	-	AGJPKI_07685	pgl	6-phosphogluconolactonase	COG:COG0363, COG:G, EC:3.1.1.31, GO:0005737, GO:0005886, GO:0005975, GO:0009051, GO:0017057, RefSeq:WP_003407433.1, SO:0001217, UniParc:UPI0000124F8C, UniRef:UniRef100_P63339, UniRef:UniRef50_Q49700, UniRef:UniRef90_P63339
contig_1	cds	1626296	1627207	-	AGJPKI_07690	opcA	glucose-6-phosphate dehydrogenase assembly protein OpcA	COG:COG3429, COG:G, RefSeq:WP_003407437.1, SO:0001217, UniParc:UPI0000165035, UniRef:UniRef100_A0A7U8U0J4, UniRef:UniRef50_A0A7I7VSV2, UniRef:UniRef90_A0A7Z7N9N8
contig_1	cds	1627260	1628804	-	AGJPKI_07695	zwf	glucose-6-phosphate dehydrogenase	COG:COG0364, COG:G, EC:1.1.1.49, GO:0004345, GO:0005829, GO:0005886, GO:0006006, GO:0009051, GO:0050661, RefSeq:WP_003407443.1, SO:0001217, UniParc:UPI000012AF2A, UniRef:UniRef100_P0A585, UniRef:UniRef50_P0A585, UniRef:UniRef90_P0A585
contig_1	cds	1628801	1629922	-	AGJPKI_07700	tal	transaldolase	COG:COG0176, COG:G, EC:2.2.1.2, GO:0004801, GO:0005576, GO:0005829, GO:0005975, GO:0006098, RefSeq:WP_003407447.1, SO:0001217, UniParc:UPI0000165036, UniRef:UniRef100_P59955, UniRef:UniRef50_B2HP98, UniRef:UniRef90_A5U2F1
contig_1	cds	1629939	1632041	-	AGJPKI_07705	tkt	transketolase	COG:COG0021, COG:G, EC:2.2.1.1, GO:0000287, GO:0004802, GO:0005576, GO:0005829, GO:0005886, GO:0006098, GO:0009274, RefSeq:WP_003407451.1, SO:0001217, UniParc:UPI00001A8FF2, UniRef:UniRef100_P59956, UniRef:UniRef50_P9WG25, UniRef:UniRef90_P9WG25
contig_1	cds	1632480	1636703	-	AGJPKI_07710		PE-PGRS family protein PE_PGRS27	RefSeq:WP_012054274.1, SO:0001217, UniParc:UPI0000F517D3, UniRef:UniRef100_UPI0000F517D3, UniRef:UniRef50_Q79FP2, UniRef:UniRef90_Q79FP2
contig_1	cds	1637105	1638031	+	AGJPKI_07715	ctaB	heme o synthase	COG:COG0109, COG:HI, EC:2.5.1.141, GO:0005886, GO:0008495, GO:0048034, RefSeq:WP_003898882.1, SO:0001217, UniParc:UPI00000D10CF, UniRef:UniRef100_A5U2F4, UniRef:UniRef50_A4F9B0, UniRef:UniRef90_A5U2F4
contig_1	cds	1638080	1640293	-	AGJPKI_07720		PE domain-containing protein	RefSeq:WP_015345072.1, SO:0001217, UniParc:UPI0002A80BBE, UniRef:UniRef100_Q8VK15, UniRef:UniRef50_A0A7I7NQ65, UniRef:UniRef90_A0A806KAH7
contig_1	cds	1640412	1641710	+	AGJPKI_07725	pucR	DNA-binding transcriptional regulator, PucR/PutR family	COG:COG2508, COG:K, SO:0001217, UniParc:UPI0000165038, UniRef:UniRef100_A0A0E7ZP55, UniRef:UniRef50_A5U2F6, UniRef:UniRef90_A5U2F6
contig_1	cds	1641738	1642724	-	AGJPKI_07730	qor	NADPH:quinone reductase or related Zn-dependent oxidoreductase	COG:COG0604, COG:CR, RefSeq:WP_003407462.1, SO:0001217, UniParc:UPI000016528F, UniRef:UniRef100_Q7D8F4, UniRef:UniRef50_R4M594, UniRef:UniRef90_A0A2I7W6J5
contig_1	cds	1642744	1643607	+	AGJPKI_07735		Glutathione synthase/ribosomal protein S6 modification enzyme	RefSeq:WP_003900341.1, SO:0001217, UniParc:UPI0000165290, UniRef:UniRef100_A0A7U8YKR5, UniRef:UniRef50_A0A1X0K0I9, UniRef:UniRef90_G0TJ32
contig_1	cds	1643557	1644489	-	AGJPKI_07740	ctaA	Heme A synthase	COG:COG1612, COG:H, RefSeq:WP_003407466.1, SO:0001217, UniParc:UPI0000165291, UniRef:UniRef100_A0A0E7ZIT7, UniRef:UniRef50_A0A3E0GYY8, UniRef:UniRef90_A0A0E7ZIT7
contig_1	cds	1644601	1645386	-	AGJPKI_07745		ABC transporter permease	RefSeq:WP_003407475.1, SO:0001217, UniParc:UPI00000D605A, UniRef:UniRef100_A0A045HKC7, UniRef:UniRef50_M7ABC8, UniRef:UniRef90_A0A8I0JZ16
contig_1	cds	1645383	1646324	-	AGJPKI_07750		Antibiotic ABC transporter ATP-binding protein	RefSeq:WP_003407477.1, SO:0001217, UniParc:UPI00000D5E9D, UniRef:UniRef100_A0A0E8TU02, UniRef:UniRef50_A0A0E8TU02, UniRef:UniRef90_A0A0E8TU02
contig_1	cds	1646480	1648255	-	AGJPKI_07755	mptB	polyprenol phosphomannose-dependent alpha 1,6 mannosyltransferase MptB	EC:2.4.1.-, GO:0016020, GO:0016757, KEGG:K14339, RefSeq:WP_003407479.1, SO:0001217, UniParc:UPI00001A8FF7, UniRef:UniRef100_A0A1R3XYF9, UniRef:UniRef50_O53150, UniRef:UniRef90_O53150
contig_1	cds	1648375	1649109	+	AGJPKI_07760	sufR	suf operon transcriptional regulator SufR	BlastRules:WP_003902080, COG:COG2345, COG:K, SO:0001217, UniRef:UniRef50_A0A0N9XDL5, UniRef:UniRef90_A0A806JJB8
contig_1	cds	1649106	1651646	+	AGJPKI_07765	sufB	intein-containing Fe-S cluster assembly protein SufB	BlastRules:WP_003407484, BlastRules:WP_003920235, BlastRules:WP_010907826, BlastRules:WP_015289878, BlastRules:WP_018196570, BlastRules:WP_171491685, BlastRules:WP_171491686, BlastRules:WP_171491687, BlastRules:WP_171491688, COG:COG1372, COG:LX, KEGG:K09014, RefSeq:WP_003900342.1, SO:0001217, UniParc:UPI000127800D, UniRef:UniRef100_A0A0H3LFH2, UniRef:UniRef50_P9WFP6, UniRef:UniRef90_A0A0H3LFH2
contig_1	cds	1651643	1652836	+	AGJPKI_07770	sufD	Fe-S cluster assembly protein SufD	COG:COG0719, COG:O, GO:0016226, GO:0052572, RefSeq:WP_003407487.1, SO:0001217, UniParc:UPI000016503B, UniRef:UniRef100_P9WFP4, UniRef:UniRef50_P9WFP5, UniRef:UniRef90_P9WFP5
contig_1	cds	1652833	1653633	+	AGJPKI_07775	sufC	Fe-S cluster assembly ATPase SufC	COG:COG0396, COG:O, RefSeq:WP_003407489.1, SO:0001217, UniParc:UPI00000D5E5D, UniRef:UniRef100_A0A0E8NQ45, UniRef:UniRef50_A0A1G4VZI7, UniRef:UniRef90_A0A5R1Z4I4
contig_1	cds	1653635	1654888	+	AGJPKI_07780	sufC	Fe-S cluster assembly ATPase SufC	EC:2.8.1.7, GO:0005886, GO:0006534, GO:0030170, GO:0031071, KEGG:K11717, RefSeq:WP_003407490.1, SO:0001217, UniParc:UPI0000128508, UniRef:UniRef100_P63517, UniRef:UniRef50_P63517, UniRef:UniRef90_P63517
contig_1	cds	1654885	1655373	+	AGJPKI_07785	iscU	SUF system NifU family Fe-S cluster assembly protein	COG:COG0822, COG:O, RefSeq:WP_003407491.1, SO:0001217, UniParc:UPI00000D6049, UniRef:UniRef100_A0A1R3Y0J3, UniRef:UniRef50_A0A2Z3YSN4, UniRef:UniRef90_A0A655DU86
contig_1	cds	1655348	1655695	+	AGJPKI_07790	paaD	Metal-sulfur cluster biosynthetic enzyme	COG:COG2151, COG:O, RefSeq:WP_003407492.1, SO:0001217, UniParc:UPI00000D10FC, UniRef:UniRef100_A0A1R3XZE4, UniRef:UniRef50_W5TJ61, UniRef:UniRef90_D5PHP6
contig_1	cds	1655790	1657619	-	AGJPKI_07795	caiA	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	COG:COG1960, COG:I, RefSeq:WP_003900343.1, SO:0001217, UniParc:UPI00000D5F2E, UniRef:UniRef100_A0A045KKB3, UniRef:UniRef50_O53666, UniRef:UniRef90_A0A045KKB3
contig_1	cds	1657726	1658838	-	AGJPKI_07800	pE_PGRS29	Ubiquitin-binding protein Rv1468c	GO:0005576, GO:0009986, RefSeq:WP_003407494.1, SO:0001217, UniParc:UPI0000165292, UniRef:UniRef100_Q79FP0, UniRef:UniRef50_Q79FP0, UniRef:UniRef90_Q79FP0
contig_1	cds	1659080	1661053	+	AGJPKI_07805	ctpD	cobalt-translocating P-type ATPase CtpD	BlastRules:WP_003900344, BlastRules:WP_011730513, COG:COG2217, COG:P, EC:7.2.2.-, GO:0005524, GO:0005886, GO:0016887, GO:0019829, GO:0046872, RefSeq:WP_003900344.1, SO:0001217, UniParc:UPI0000128642, UniRef:UniRef100_P63686, UniRef:UniRef50_P63686, UniRef:UniRef90_P63686
contig_1	cds	1661097	1661471	+	AGJPKI_07810	cnoX	Chaperedoxin CnoX, contains thioredoxin-like and TPR-like domains, YbbN/TrxSC family	COG:COG3118, COG:O, RefSeq:WP_003900345.1, SO:0001217, UniParc:UPI00000D1061, UniRef:UniRef100_A0A045HJZ4, UniRef:UniRef50_A0A045HJZ4, UniRef:UniRef90_A0A045HJZ4
contig_1	cds	1661487	1661858	+	AGJPKI_07815	trxA	thioredoxin	COG:COG3118, COG:O, RefSeq:WP_003407501.1, SO:0001217, UniParc:UPI00000D1120, UniRef:UniRef100_A0A1R3XYF1, UniRef:UniRef50_A0A1R3XYF1, UniRef:UniRef90_A0A1R3XYF1
contig_1	cds	1661880	1662737	+	AGJPKI_07820	echA12	enoyl-CoA hydratase	COG:COG1024, COG:I, EC:4.2.1.17, GO:0004300, GO:0005886, GO:0006635, RefSeq:WP_015456265.1, SO:0001217, UniParc:UPI000252D286, UniRef:UniRef100_A0A0H3L902, UniRef:UniRef50_P9WNN6, UniRef:UniRef90_P9WNN6
contig_1	cds	1662773	1664401	+	AGJPKI_07825	ccmA	macrolide ABC transporter ATP-binding protein	BlastRules:WP_003407507, COG:COG0488, COG:R, RefSeq:WP_003407507.1, SO:0001217, UniParc:UPI00000D5F2C, UniRef:UniRef100_A0A045KIX2, UniRef:UniRef50_A0A383S653, UniRef:UniRef90_A0A1V3WI74
contig_1	cds	1664498	1664689	+	AGJPKI_07830		HTH-58 domain-containing protein	RefSeq:WP_003407511.1, SO:0001217, UniParc:UPI00000D2C2A, UniRef:UniRef100_R4M830, UniRef:UniRef50_A1T8Q0, UniRef:UniRef90_A0A7Z7ILW6
contig_1	cds	1664758	1665321	-	AGJPKI_07835	acrR	HTH-type transcriptional repressor Rv1474c	COG:COG1309, COG:K, GO:0000976, GO:0003700, GO:0006355, GO:0009274, RefSeq:WP_003407514.1, SO:0001217, UniParc:UPI00000D5FA0, UniRef:UniRef100_O53165, UniRef:UniRef50_O53165, UniRef:UniRef90_O53165
contig_1	cds	1665332	1668163	-	AGJPKI_07840	acn	iron-regulated aconitate hydratase Acn	BlastRules:WP_003898889, COG:C, COG:COG1048, EC:4.2.1.3, GO:0003729, GO:0003730, GO:0003994, GO:0005576, GO:0005829, GO:0005886, GO:0006099, GO:0006101, GO:0009274, GO:0010039, GO:0019679, GO:0030350, GO:0046872, GO:0047456, GO:0047780, GO:0051539, RefSeq:WP_003898889.1, SO:0001217, UniParc:UPI00000D0F85, UniRef:UniRef100_O53166, UniRef:UniRef50_Q8NQ98, UniRef:UniRef90_O53166
contig_1	cds	1668321	1668881	+	AGJPKI_07845		putative membrane protein	RefSeq:WP_003407520.1, SO:0001217, UniParc:UPI00000D0F91, UniRef:UniRef100_A0A1R3XYG3, UniRef:UniRef50_A0A1X1RWI3, UniRef:UniRef90_A0A8I0EMC1
contig_1	cds	1669107	1670525	+	AGJPKI_07850	ripA	NlpC/P60 family peptidoglycan endopeptidase RipA	COG:COG3883, COG:S, EC:3.4.-.-, GO:0005576, GO:0006508, GO:0008234, GO:0008745, GO:0009274, GO:0071554, GO:0071555, KEGG:K21473, RefSeq:WP_003407523.1, SO:0001217, UniParc:UPI000004B723, UniRef:UniRef100_O53168, UniRef:UniRef50_O53168, UniRef:UniRef90_O53168
contig_1	cds	1670536	1671261	+	AGJPKI_07855	ripB	NlpC/P60 family peptidoglycan endopeptidase RipB	COG:COG0791, COG:M, EC:3.4.-.-, GO:0006508, GO:0008234, GO:0009274, GO:0071555, KEGG:K21474, RefSeq:WP_003407525.1, SO:0001217, UniParc:UPI000004B724, UniRef:UniRef100_P9WHU4, UniRef:UniRef50_P9WHU4, UniRef:UniRef90_P9WHU4
contig_1	cds	1671400	1672533	+	AGJPKI_07860	moxR	MoxR-like ATPase	COG:COG0714, COG:R, RefSeq:WP_003898890.1, SO:0001217, UniParc:UPI000016503D, UniRef:UniRef100_A0A0E8TS93, UniRef:UniRef50_A0A165MWQ3, UniRef:UniRef90_A0A2I7W6N8
contig_1	cds	1672530	1673483	+	AGJPKI_07865		Uncharacterized protein Mb1516	GO:0005829, GO:0005886, RefSeq:WP_015456266.1, SO:0001217, UniParc:UPI000252D287, UniRef:UniRef100_A0A0H3L8J3, UniRef:UniRef50_P9WLX4, UniRef:UniRef90_P9WLX4
contig_1	cds	1673494	1674501	+	AGJPKI_07870	chlD	UPF0353 protein Mb1517	COG:COG1240, COG:H, GO:0005886, RefSeq:WP_003407530.1, SO:0001217, UniParc:UPI000013AB47, UniRef:UniRef100_P9WFJ6, UniRef:UniRef50_Q73UD3, UniRef:UniRef90_B2HPD3
contig_1	cds	1674574	1675497	-	AGJPKI_07875		AbiEi-1 domain-containing protein	SO:0001217, UniParc:UPI000308D4D6, UniRef:UniRef100_A0A0E8B7F9, UniRef:UniRef50_A0A1A3B1F1, UniRef:UniRef90_G0TJ60
contig_1	cds	1675557	1676300	+	AGJPKI_07880	fabG1	3-oxoacyl-ACP reductase FabG1	BlastRules:WP_003898892, COG:COG1028, COG:I, EC:1.1.1.100, GO:0004316, GO:0005576, GO:0005886, GO:0018454, GO:0046459, GO:0070402, GO:0071768, RefSeq:WP_003898892.1, SO:0001217, UniParc:UPI000012A460, UniRef:UniRef100_P0A5Y5, UniRef:UniRef50_P0A5Y5, UniRef:UniRef90_P0A5Y5
contig_1	cds	1676319	1677128	+	AGJPKI_07885	inhA	NADH-dependent enoyl-ACP reductase InhA	COG:COG0623, COG:I, EC:1.3.1.9, GO:0004318, GO:0005504, GO:0005886, GO:0009274, GO:0016631, GO:0030497, GO:0046677, GO:0050343, GO:0070403, GO:0071768, RefSeq:WP_003407553.1, SO:0001217, UniParc:UPI0000005230, UniRef:UniRef100_P0A5Y7, UniRef:UniRef50_P42829, UniRef:UniRef90_P0A5Y7
contig_1	cds	1677134	1678168	+	AGJPKI_07890	cpfC	ferrochelatase	COG:COG0276, COG:H, EC:4.99.1.9, GO:0004325, GO:0005737, GO:0005886, GO:0006783, GO:0046872, GO:0051537, KEGG:K01772, RefSeq:WP_003407559.1, SO:0001217, UniParc:UPI000012C5DE, UniRef:UniRef100_P0A577, UniRef:UniRef50_P0A577, UniRef:UniRef90_P0A577
contig_1	cds	1678134	1679042	-	AGJPKI_07895		Uncharacterized protein Mb1522c	SO:0001217, UniParc:UPI00005EE557, UniRef:UniRef100_P9WLX2, UniRef:UniRef50_O07402, UniRef:UniRef90_P9WLX2
contig_1	cds	1679058	1679492	+	AGJPKI_07900	ybbJ	Membrane protein implicated in regulation of membrane protease activity	COG:COG1585, COG:O, RefSeq:WP_003407562.1, SO:0001217, UniParc:UPI00000D122F, UniRef:UniRef100_A0A0U0S8L5, UniRef:UniRef50_F5YU37, UniRef:UniRef90_A0A2I7W6R0
contig_1	cds	1679514	1680608	+	AGJPKI_07905	hflC	Regulator of protease activity HflC, stomatin/prohibitin superfamily	COG:COG0330, COG:O, SO:0001217, UniParc:UPI000252D296, UniRef:UniRef100_A0A0H3L9N1, UniRef:UniRef50_A0A221W290, UniRef:UniRef90_A0A7I9YNX1
contig_1	cds	1680671	1681027	+	AGJPKI_07910		DoxX-like family protein	RefSeq:WP_003900347.1, SO:0001217, UniParc:UPI00000D2C2B, UniRef:UniRef100_A0A1R3XYI2, UniRef:UniRef50_A0A1X0XYH8, UniRef:UniRef90_A0A5R1ZF65
contig_1	cds	1681082	1681291	+	AGJPKI_07915	sbm	Methylmalonyl-CoA mutase, N-terminal domain/subunit	COG:COG1884, COG:I, RefSeq:WP_003918261.1, SO:0001217, UniParc:UPI00022F2F60, UniRef:UniRef100_A0A0E7Z8W7, UniRef:UniRef50_G0TJ68, UniRef:UniRef90_G0TJ68
contig_1	cds	1681441	1682748	+	AGJPKI_07920		Uncharacterized protein Rv1490	GO:0005886, RefSeq:WP_003898896.1, SO:0001217, UniParc:UPI000013AB6A, UniRef:UniRef100_P9WLX0, UniRef:UniRef50_P9WLX0, UniRef:UniRef90_P9WLX0
contig_1	cds	1683327	1684085	-	AGJPKI_07925	tVP38	TVP38/TMEM64 family membrane protein Rv1491c	COG:COG0398, COG:S, GO:0005886, GO:0016020, RefSeq:WP_003407583.1, SO:0001217, UniParc:UPI000013AB6F, UniRef:UniRef100_P9WFS2, UniRef:UniRef50_P9WFS2, UniRef:UniRef90_P9WFS2
contig_1	cds	1684276	1686123	+	AGJPKI_07930	mutA	methylmalonyl-CoA mutase small subunit	COG:COG1884, COG:I, EC:5.4.99.2, GO:0004494, GO:0005737, GO:0005829, GO:0005886, GO:0009274, GO:0019652, GO:0019678, GO:0031419, GO:0046872, RefSeq:WP_003407585.1, SO:0001217, UniParc:UPI000012FA2B, UniRef:UniRef100_P65486, UniRef:UniRef50_P65486, UniRef:UniRef90_P65486
contig_1	cds	1686124	1688376	+	AGJPKI_07935	scpA	methylmalonyl-CoA mutase	COG:COG2185, COG:I, EC:5.4.99.2, GO:0004494, GO:0005737, GO:0005886, GO:0019678, GO:0031419, GO:0046872, RefSeq:WP_003407587.1, SO:0001217, UniParc:UPI000012FA2F, UniRef:UniRef100_P65488, UniRef:UniRef50_P65488, UniRef:UniRef90_P65488
contig_1	cds	1688390	1688692	+	AGJPKI_07940	mazE4	type II toxin-antitoxin system antitoxin MazE4	BlastRules:WP_003900349, RefSeq:WP_003900349.1, SO:0001217, UniParc:UPI000013AB79, UniRef:UniRef100_P0A5F0, UniRef:UniRef50_P9WJ90, UniRef:UniRef90_P9WJ90
contig_1	cds	1688689	1689006	+	AGJPKI_07945	mazF4	type II toxin-antitoxin system toxin endoribonuclease MazF4	BlastRules:WP_003407593, COG:COG2337, COG:V, EC:3.1.-.-, GO:0003677, GO:0004521, GO:0006402, GO:0016075, GO:2000372, RefSeq:WP_003407593.1, SO:0001217, UniParc:UPI000013AB7E, UniRef:UniRef100_P64860, UniRef:UniRef50_P64860, UniRef:UniRef90_P64860
contig_1	cds	1689003	1690007	+	AGJPKI_07950	meaB	methylmalonyl Co-A mutase-associated GTPase MeaB	COG:COG1703, COG:O, EC:3.6.-.-, GO:0003924, GO:0005524, GO:0005525, RefSeq:WP_003407596.1, SO:0001217, UniParc:UPI000013AB82, UniRef:UniRef100_A0A679LEA9, UniRef:UniRef50_P9WPZ0, UniRef:UniRef90_P9WPZ0
contig_1	cds	1690063	1691349	+	AGJPKI_07955	lipL	Esterase/beta-lactamase LipL	COG:COG1680, COG:V, EC:3.1.1.-, EC:3.5.2.6, GO:0004806, GO:0005576, GO:0005886, GO:0008126, GO:0008800, GO:0046503, SO:0001217, UniParc:UPI0001278070, UniRef:UniRef100_A0A0H3LFL5, UniRef:UniRef50_P71778, UniRef:UniRef90_P71778
contig_1	cds	1691422	1692039	-	AGJPKI_07960		Methyltransferase	RefSeq:WP_003407606.1, SO:0001217, UniParc:UPI00001A8FFB, UniRef:UniRef100_A0A045J010, UniRef:UniRef50_A0A045J010, UniRef:UniRef90_A0A045J010
contig_1	cds	1692253	1692465	-	AGJPKI_07965		Flavin-binding protein dodecin	COG:COG3360, COG:R, KEGG:K09165, RefSeq:WP_003898900.1, SO:0001217, UniParc:UPI00000D2C2E, UniRef:UniRef100_A0A045H2Q7, UniRef:UniRef50_V9XJ83, UniRef:UniRef90_A0A109SWC6
contig_1	cds	1692969	1693997	+	AGJPKI_07970	pimF	Putative glycosyltransferases	COG:COG0463, COG:M, EC:2.4.-.-, GO:0005886, GO:0016757, RefSeq:WP_003407612.1, SO:0001217, UniParc:UPI00000D1217, UniRef:UniRef100_P9WMX4, UniRef:UniRef50_P9WMX4, UniRef:UniRef90_P9WMX4
contig_1	cds	1694009	1694830	+	AGJPKI_07975	phyH	Uncharacterized protein Mb1539	COG:COG5285, COG:Q, RefSeq:WP_003898901.1, SO:0001217, UniParc:UPI000013ACD4, UniRef:UniRef100_P9WI90, UniRef:UniRef50_P9WI90, UniRef:UniRef90_P9WI90
contig_1	cds	1695043	1695942	+	AGJPKI_07980		Uncharacterized protein Rv1502	RefSeq:WP_003407616.1, SO:0001217, UniParc:UPI0000165045, UniRef:UniRef100_P9WLW6, UniRef:UniRef50_P9WLW7, UniRef:UniRef90_P9WLW7
contig_1	cds	1696115	1696555	-	AGJPKI_07985		dTDP-4-amino-4,6-dideoxygalactose transaminase	RefSeq:WP_003918265.1, SO:0001217, UniParc:UPI0000EF483D, UniRef:UniRef100_A0A060MQ81, UniRef:UniRef50_A0A2I7W6N7, UniRef:UniRef90_A0A2I7W6N7
contig_1	cds	1696664	1697227	-	AGJPKI_07990	rffA	dTDP-4-amino-4,6-dideoxygalactose transaminase	RefSeq:WP_014390141.1, SO:0001217, UniParc:UPI00005EE55C, UniRef:UniRef100_A0A1R3XYJ3, UniRef:UniRef50_A0A087FR22, UniRef:UniRef90_A0A7U8UIA7
contig_1	cds	1697400	1698065	-	AGJPKI_07995	wbbJ	Acetyltransferase, isoleucine patch superfamily	COG:COG0110, COG:R, RefSeq:WP_003900352.1, SO:0001217, UniParc:UPI000127809D, UniRef:UniRef100_A0A0E9AIP6, UniRef:UniRef50_A0A5E7I0K4, UniRef:UniRef90_R4LXF1
contig_1	cds	1698062	1698562	-	AGJPKI_08000		Putative methyltransferase Rv1506c	EC:2.1.1.-, GO:0008168, GO:0009247, GO:0032259, GO:0052170, RefSeq:WP_003902091.1, SO:0001217, UniParc:UPI00000CCC2B, UniRef:UniRef100_P71785, UniRef:UniRef50_P71785, UniRef:UniRef90_P71785
contig_1	cds	1698846	1699541	-	AGJPKI_08005		Uncharacterized protein Rv1507c	GO:0005886, RefSeq:WP_003407623.1, SO:0001217, UniParc:UPI000013ACE9, UniRef:UniRef100_P9WLW4, UniRef:UniRef50_P9WLW4, UniRef:UniRef90_P9WLW4
contig_1	cds	1700214	1701773	-	AGJPKI_08010		DUF2029 domain-containing protein	RefSeq:WP_003914005.1, SO:0001217, UniParc:UPI00005EE55E, UniRef:UniRef100_A0A5R1ZF41, UniRef:UniRef50_R4MD95, UniRef:UniRef90_R4MD95
contig_1	cds	1701985	1702347	+	AGJPKI_08015	gmd	GDP-D-mannose dehydratase	COG:COG1089, COG:M, RefSeq:WP_003407628.1, SO:0001217, UniParc:UPI0000220065, UniRef:UniRef100_A0A045H2R9, UniRef:UniRef50_A0A045H2R9, UniRef:UniRef90_A0A045H2R9
contig_1	cds	1702448	1703212	+	AGJPKI_08020	ubiG	Uncharacterized protein Rv1509	COG:COG2227, COG:H, GO:0008168, SO:0001217, UniRef:UniRef50_P9WLW2, UniRef:UniRef90_P9WLW2
contig_1	cds	1703217	1703465	+	AGJPKI_08025		Methyltransferase family protein	SO:0001217, UniParc:UPI00045A7BB8, UniRef:UniRef100_A0A0E8VA61, UniRef:UniRef50_A0A0E8VA61, UniRef:UniRef90_A0A0E8VA61
contig_1	cds	1703414	1704712	+	AGJPKI_08030		Uncharacterized protein Rv1510	GO:0005886, GO:0046812, RefSeq:WP_003901183.1, SO:0001217, UniParc:UPI000013ACF4, UniRef:UniRef100_P9WLW0, UniRef:UniRef50_P9WKX9, UniRef:UniRef90_P9WLW0
contig_1	cds	1705193	1706215	+	AGJPKI_08035	gmd	GDP-mannose 4,6-dehydratase	COG:COG1089, COG:M, RefSeq:WP_003407639.1, SO:0001217, UniParc:UPI000002E8B3, UniRef:UniRef100_A0A045IZY2, UniRef:UniRef50_A0A1F9DGJ7, UniRef:UniRef90_A0A045IZY2
contig_1	cds	1706212	1707180	+	AGJPKI_08040	wcaG	Nucleoside-diphosphate-sugar epimerase	COG:COG0451, COG:M, EC:1.1.1.271, KEGG:K02377, RefSeq:WP_003407642.1, SO:0001217, UniParc:UPI00000CCC2C, UniRef:UniRef100_Q7D8C4, UniRef:UniRef50_Q7D8C4, UniRef:UniRef90_Q7D8C4
contig_1	cds	1707177	1707908	+	AGJPKI_08045	fkbM	FkbM family methyltransferase	RefSeq:WP_003407647.1, SO:0001217, UniParc:UPI000002E8B4, UniRef:UniRef100_A0A0U0QVB2, UniRef:UniRef50_P95136, UniRef:UniRef90_A0A0U0QVB2
contig_1	cds	1707926	1708714	-	AGJPKI_08050	wcaA	Uncharacterized glycosyltransferase Rv1514c	COG:COG0463, COG:M, EC:2.4.-.-, GO:0016757, RefSeq:WP_003407650.1, SO:0001217, UniParc:UPI000002E8B2, UniRef:UniRef100_P9WMX8, UniRef:UniRef50_P9WMX8, UniRef:UniRef90_P9WMX8
contig_1	cds	1708749	1709645	-	AGJPKI_08055	ubiG	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	COG:COG2227, COG:H, RefSeq:WP_003900356.1, SO:0001217, UniParc:UPI00000CCC2D, UniRef:UniRef100_Q7D8C2, UniRef:UniRef50_A0A806JKF0, UniRef:UniRef90_A0A806JKF0
contig_1	cds	1709648	1710658	-	AGJPKI_08060	wcaA	Glycosyltransferase involved in cell wall bisynthesis	COG:COG0463, COG:M, RefSeq:WP_003900357.1, SO:0001217, UniParc:UPI0000220066, UniRef:UniRef100_A0A045ITP8, UniRef:UniRef50_A0A439DVP4, UniRef:UniRef90_A0A120J0W5
contig_1	cds	1710990	1711754	+	AGJPKI_08065		GAP family protein	RefSeq:WP_003407654.1, SO:0001217, UniParc:UPI000016504D, UniRef:UniRef100_A0A045KIS5, UniRef:UniRef50_A0A0Q2UJK0, UniRef:UniRef90_A0A8E0A7C8
contig_1	cds	1711763	1712722	+	AGJPKI_08070	wcaA	Uncharacterized protein Rv1518	COG:COG0463, COG:M, GO:0005886, RefSeq:WP_003407655.1, SO:0001217, UniParc:UPI000013AD04, UniRef:UniRef100_P9WLV8, UniRef:UniRef50_P9WLV8, UniRef:UniRef90_P9WLV8
contig_1	cds	1713147	1714187	+	AGJPKI_08075	wcaA	Uncharacterized protein Mb1547	COG:COG0463, COG:M, GO:0005886, GO:0009274, RefSeq:WP_003407657.1, SO:0001217, UniParc:UPI000013AD0A, UniRef:UniRef100_P9WLV4, UniRef:UniRef50_P9WLV4, UniRef:UniRef90_P9WLV4
contig_1	cds	1714176	1714376	-	AGJPKI_08080		SLT domain-containing protein	RefSeq:WP_003900358.1, SO:0001217, UniParc:UPI000127809F, UniRef:UniRef100_A0A0E8VMH0, UniRef:UniRef50_A0A0E8VMH0, UniRef:UniRef90_A0A0E8VMH0
