
Gene_ID	error	StartBad	StopBad	frameshifts	splicesites	length	product	errorStill	StartStillBad	StopStillBad	frameshiftsStill	JoinExons	PossiblePseudo	CorrectionLog	
Rv1519	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	 // No unique shift for model found... MANUAL check	
Rv1520	1	1	0	0	0	0	sugar transferase"	1	1	0	0	0	0	0	
Rv1522c	1	1	0	0	0	0	transmembrane transport protein MmpL12"	0	0	0	0	0	0	 // Corrected Start	
Rv1525	1	1	0	0	0	0	rhamnosyl transferase WbbL"	0	0	0	0	0	0	 // Corrected Start	
Rv1527c	1	1	0	0	0	0	polyketide synthase"	0	0	0	0	0	0	 // Corrected Start	
Rv1528c	1	1	0	0	0	0	polyketide synthase associated protein PapA"	0	0	0	0	0	0	 // Corrected Start	
Rv1529	1	1	0	0	0	0	fatty-acid--CoA ligase FadD24"	0	0	0	0	0	0	 // Corrected Start	
Rv1534	1	1	0	0	0	0	transcriptional regulator"	0	0	0	0	0	0	 // Corrected Start	
Rv1536	1	1	0	0	0	0	isoleucine--tRNA ligase"	0	0	0	0	0	0	 // Corrected Start	
Rv1537	1	1	0	0	0	0	DNA polymerase IV"	0	0	0	0	0	0	 // Corrected Start	
Rv1539	1	1	0	0	0	0	lipoprotein signal peptidase"	0	0	0	0	0	0	 // Corrected Start	
Rv1545	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1551	1	1	0	0	0	0	acyltransferase PlsB"	0	0	0	0	0	0	 // Corrected Start	
Rv1557	1	1	0	0	0	0	transmembrane transport protein MmpL6"	0	0	0	0	0	0	 // Corrected Start	
Rv1559	1	1	0	0	0	0	threonine dehydratase IlvA"	1	1	0	0	0	0	0	
Rv1560	1	1	0	0	0	0	antitoxin VapB11"	0	0	0	0	0	0	 // Corrected Start	
Rv1570	1	1	0	0	0	0	ATP-dependent dethiobiotin synthetase BioD"	0	0	0	0	0	0	 // Corrected Start	
Rv1587c	4	1	1	2	0	1	hypothetical protein"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start // Corrected Stop	
Rv1589	1	1	0	0	0	0	biotin synthetase"	0	0	0	0	0	0	 // Corrected Start	
Rv1591	1	1	0	0	0	0	transmembrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1597	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1599	1	1	0	0	0	0	histidinol dehydrogenase"	0	0	0	0	0	0	 // Corrected Start	
Rv1602	1	1	0	0	0	0	imidazole glycerol phosphate synthase subunit	0	0	0	0	0	0	 // Corrected Start	
Rv1603	1	1	0	0	0	0	Not Set	0	0	0	0	0	0	 // Corrected Start	
Rv1609	1	1	0	0	0	0	anthranilate synthase component I"	0	0	0	0	0	0	 // Corrected Start	
Rv1610	1	1	0	0	0	0	membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1617	1	1	0	0	0	0	pyruvate kinase"	0	0	0	0	0	0	 // Corrected Start	
Rv1618	1	1	0	0	0	0	acyl-CoA thioesterase II"	0	0	0	0	0	0	 // Corrected Start	
Rv1621c	1	1	0	0	0	0	cytochrome biosyntheisis ABC transporter	0	0	0	0	0	0	 // Corrected Start	
Rv1622c	1	1	0	0	0	0	cytochrome D ubiquinol oxidase subunit II CydB"	0	0	0	0	0	0	 // Corrected Start	
Rv1625c	1	1	0	0	0	0	adenylate cyclase"	0	0	0	0	0	0	 // Corrected Start	
Rv1628c	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv1629	1	1	0	0	0	0	DNA polymerase I"	0	0	0	0	0	0	 // Corrected Start	
Rv1632c	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv1633	1	1	0	0	0	0	excinuclease ABC subunit UvrB"	0	0	0	0	0	0	 // Corrected Start	
Rv1634	1	1	0	0	0	0	multidrug-efflux transporter"	0	0	0	0	0	0	 // Corrected Start	
Rv1638	1	1	0	0	0	0	excinuclease ABC subunit UvrA"	0	0	0	0	0	0	 // Corrected Start	
Rv1640c	1	1	0	0	0	0	bifunctional lysine--tRNA	0	0	0	0	0	0	 // Corrected Start	
Rv1641	1	1	0	0	0	0	initiation factor IF-3"	0	0	0	0	0	0	 // Corrected Start	
Rv1644	1	1	0	0	0	0	23S rRNA methyltransferase TsnR"	1	1	0	0	0	0	0	
Rv1647	1	1	0	0	0	0	adenylate cyclase"	0	0	0	0	0	0	 // Corrected Start	
Rv1653	1	1	0	0	0	0	bifunctional glutamate	0	0	0	0	0	0	 // Corrected Start	
Rv1656	1	1	0	0	0	0	ornithine carbamoyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv1659	1	1	0	0	0	0	argininosuccinate lyase"	0	0	0	0	0	0	 // Corrected Start	
Rv1660	1	1	0	0	0	0	chalcone synthase"	1	1	0	0	0	0	0	
Rv1664	1	1	0	0	0	0	polyketide synthase"	0	0	0	0	0	0	 // Corrected Start	
Rv1666c	1	1	0	0	0	0	cytochrome P450 Cyp139"	0	0	0	0	0	0	 // Corrected Start	
Rv1672c	1	1	0	0	0	0	integral membrane transport protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1676	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1677	1	1	0	0	0	0	lipoprotein DsbF"	1	1	0	0	0	0	0	
Rv1681	1	1	0	0	0	0	molybdopterin biosynthesis protein MoeX"	0	0	0	0	0	0	 // Corrected Start	
Rv1682	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1683	1	1	0	0	0	0	bifunctional long-chain acyl-CoA	0	0	0	0	0	0	 // Corrected Start	
Rv1685c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1691	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1694	1	1	0	0	0	0	16S/23S rRNA (cytidine-2'-O)-methyltransferase	1	1	0	0	0	0	0	
Rv1695	1	1	0	0	0	0	inorganic polyphosphate/ATP-NAD kinase"	0	0	0	0	0	0	 // Corrected Start	
Rv1696	1	1	0	0	0	0	DNA repair protein RecN"	0	0	0	0	0	0	 // Corrected Start	
Rv1699	1	1	0	0	0	0	CTP synthase"	0	0	0	0	0	0	 // Corrected Start	
Rv1700	1	1	0	0	0	0	NUDIX hydrolase"	0	0	0	0	0	0	 // Corrected Start	
Rv1707	1	1	0	0	0	0	transmembrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1708	1	1	0	0	0	0	initiation inhibitor protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1709	1	1	0	0	0	0	segregation and condensation protein ScpA"	0	0	0	0	0	0	 // Corrected Start	
Rv1710	1	1	0	0	0	0	segregation and condensation protein ScpB"	0	0	0	0	0	0	 // Corrected Start	
Rv1711	1	1	0	0	0	0	RNA pseudouridine synthase"	0	0	0	0	0	0	 // Corrected Start	
Rv1712	1	1	0	0	0	0	cytidylate kinase"	0	0	0	0	0	0	 // Corrected Start	
Rv1713	1	1	0	0	0	0	GTPase Der"	0	0	0	0	0	0	 // Corrected Start	
Rv1714	1	1	0	0	0	0	oxidoreductase"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv1719	1	1	0	0	0	0	transcriptional regulator"	0	0	0	0	0	0	 // Corrected Start	
Rv1720c	1	1	0	0	0	0	ribonuclease VapC12"	0	0	0	0	0	0	 // Corrected Start	
Rv1722	1	1	0	0	0	0	carboxylase"	0	0	0	0	0	0	 // Corrected Start	
Rv1723	1	1	0	0	0	0	hydrolase"	0	0	0	0	0	0	 // Corrected Start	
Rv1724c	2	1	0	1	0	0	hypothetical protein"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv1730c	1	1	0	0	0	0	penicillin-binding protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1736c	1	1	0	0	0	0	nitrate reductase-like protein NarX"	0	0	0	0	0	0	 // Corrected Start	
Rv1747	1	1	0	0	0	0	ABC transporter ATP-binding protein/permease"	0	0	0	0	0	0	 // Corrected Start	
Rv1748	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1749c	1	1	0	0	0	0	integral membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1753c	1	1	0	0	0	0	PPE family protein PPE24"	0	0	0	0	0	0	 // Corrected Start	
Rv1754c	3	1	1	3	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv1758	1	1	0	0	0	0	cutinase"	0	0	0	0	0	0	 // Corrected Start	
Rv1765c	3	1	1	1	0	0	hypothetical protein"	0	0	0	0	0	0	 // Modell shifted 1 base(s) // Corrected Start // Corrected Stop	
Rv1766	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1769	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1772	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1773c	1	1	0	0	0	0	transcriptional regulator"	0	0	0	0	0	0	 // Corrected Start	
Rv1776c	1	1	0	0	0	0	transcriptional regulator"	1	1	0	0	0	0	0	
Rv1777	1	1	0	0	0	0	cytochrome P450 Cyp144"	0	0	0	0	0	0	 // Corrected Start	
Rv1782	1	1	0	0	0	0	ESX-5 type VII secretion system protein EccB5"	0	0	0	0	0	0	 // Corrected Start	
Rv1786	1	1	0	0	0	0	ferredoxin"	1	1	0	0	0	0	 // No unique shift for model found... MANUAL check	
Rv1787	1	1	0	0	0	0	PPE family protein PPE25"	0	0	0	0	0	0	 // Corrected Start	
Rv1803c	1	1	0	0	0	0	PE-PGRS family protein PE_PGRS32"	0	0	0	0	0	0	 // Corrected Start	
Rv1808	1	1	0	0	0	0	PPE family protein PPE32"	0	0	0	0	0	0	 // Corrected Start	
Rv1812c	1	1	0	0	0	0	dehydrogenase"	0	0	0	0	0	0	 // Corrected Start	
Rv1815	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1816	1	1	0	0	0	0	HTH-type transcriptional regulator"	0	0	0	0	0	0	 // Corrected Start	
Rv1819c	1	1	0	0	0	0	vitamin B12 transport ATP-binding protein BacA"	0	0	0	0	0	0	 // Corrected Start	
Rv1821	1	1	0	0	0	0	accessory Sec system translocase SecA2"	0	0	0	0	0	0	 // Corrected Start	
Rv1823	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1825	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1826	1	1	0	0	0	0	glycine cleavage system protein H"	1	1	0	0	0	0	0	
Rv1827	1	1	0	0	0	0	glycogen accumulation regulator GarA"	0	0	0	0	0	0	 // Corrected Start	
Rv1828	1	1	0	0	0	0	HTH-type transcriptional regulator"	0	0	0	0	0	0	 // Corrected Start	
Rv1830	1	1	0	0	0	0	HTH-type transcriptional regulator"	1	1	0	0	0	0	0	
Rv1832	1	1	0	0	0	0	glycine dehydrogenase"	0	0	0	0	0	0	 // Corrected Start	
Rv1834	1	1	0	0	0	0	hydrolase"	0	0	0	0	0	0	 // Corrected Start	
Rv1838c	1	1	0	0	0	0	ribonuclease VapC13"	0	0	0	0	0	0	 // Corrected Start	
Rv1842c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1843c	1	1	0	0	0	0	inosine-5'-monophosphate dehydrogenase"	0	0	0	0	0	0	 // Corrected Start	
Rv1845c	1	1	0	0	0	0	sensor-transducer protein BlaR"	0	0	0	0	0	0	 // Corrected Start	
Rv1847	1	1	0	0	0	0	esterase"	0	0	0	0	0	0	 // Corrected Start	
Rv1853	1	1	0	0	0	0	urease accessory protein UreD"	0	0	0	0	0	0	 // Corrected Start	
Rv1855c	1	1	0	0	0	0	oxidoreductase"	0	0	0	0	0	0	 // Corrected Start	
Rv1857	1	1	0	0	0	0	molybdate ABC transporter substrate-binding	0	0	0	0	0	0	 // Corrected Start	
Rv1864c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1865c	1	1	0	0	0	0	short-chain type dehydrogenase"	0	0	0	0	0	0	 // Corrected Start	
Rv1868	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1870c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1871c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv1873	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1874	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1880c	1	1	0	0	0	0	cytochrome P450 Cyp140"	0	0	0	0	0	0	 // Corrected Start	
Rv1881c	1	1	0	0	0	0	lipoprotein LppE"	0	0	0	0	0	0	 // Corrected Start	
Rv1884c	1	1	0	0	0	0	resuscitation-promoting factor RpfC"	0	0	0	0	0	0	 // Corrected Start	
Rv1885c	1	1	0	0	0	0	chorismate mutase"	1	1	0	0	0	0	0	
Rv1887	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1890c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1894c	3	0	1	3	0	1	hypothetical protein"	0	0	0	0	0	0	 // Corrected Stop	
Rv1897c	1	1	0	0	0	0	D-tyrosyl-tRNA(Tyr) deacylase"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv1898	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1900c	1	1	0	0	0	0	lignin peroxidase LipJ"	0	0	0	0	0	0	 // Corrected Start	
Rv1902c	1	1	0	0	0	0	sialic acid-transport integral membrane protein	0	0	0	0	0	0	 // Corrected Start	
Rv1905c	1	1	0	0	0	0	D-amino acid oxidase"	0	0	0	0	0	0	 // Corrected Start	
Rv1907c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1908c	1	1	0	0	0	0	catalase-peroxidase"	0	0	0	0	0	0	 // Corrected Start	
Rv1909c	1	1	0	0	0	0	ferric uptake regulation protein FurA"	1	1	0	0	0	0	0	
Rv1910c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1913	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1915	2	0	1	0	0	1	isocitrate lyase AceAa"	0	0	0	0	0	0	 // Corrected Stop	
Rv1920	1	1	0	0	0	0	membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1923	1	1	0	0	0	0	lipase LipD"	0	0	0	0	0	0	 // Corrected Start	
Rv1927	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1928c	1	0	0	5	0	0	short-chain type dehydrogenase/reductase"	0	0	0	0	0	0	0	
Rv1929c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1931c	1	1	0	0	0	0	transcriptional regulator"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv1933c	1	1	0	0	0	0	acyl-CoA dehydrogenase FadE18"	0	0	0	0	0	0	 // Corrected Start	
Rv1934c	1	1	0	0	0	0	acyl-CoA dehydrogenase FadE17"	0	0	0	0	0	0	 // Corrected Start	
Rv1938	1	1	0	0	0	0	epoxide hydrolase EphB"	0	0	0	0	0	0	 // Corrected Start	
Rv1939	1	1	0	0	0	0	oxidoreductase"	0	0	0	0	0	0	 // Corrected Start	
Rv1941	1	1	0	0	0	0	short-chain type dehydrogenase/reductase"	0	0	0	0	0	0	 // Corrected Start	
Rv1942c	1	1	0	0	0	0	toxin MazF5"	0	0	0	0	0	0	 // Corrected Start	
Rv1943c	1	1	0	0	0	0	antitoxin MazE5"	0	0	0	0	0	0	 // Corrected Start	
Rv1947	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1950c	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv1952	1	1	0	0	0	0	antitoxin VapB14"	0	0	0	0	0	0	 // Corrected Start	
Rv1953	1	1	0	0	0	0	ribonuclease VapC14"	1	1	0	0	0	0	0	
Rv1955	1	1	0	0	0	0	toxin HigB"	0	0	0	0	0	0	 // Corrected Start	
Rv1959c	1	1	0	0	0	0	toxin ParE1"	1	1	0	0	0	0	0	
Rv1960c	1	1	0	0	0	0	antitoxin ParD1"	1	1	0	0	0	0	 // No unique shift for model found... MANUAL check	
Rv1961	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1962A	1	1	0	0	0	0	antitoxin VapB35"	1	1	0	0	0	0	0	
Rv1962c	1	1	0	0	0	0	ribonuclease VapC35"	1	1	0	0	0	0	0	
Rv1969	1	1	0	0	0	0	Mce family protein Mce3D"	0	0	0	0	0	0	 // Corrected Start	
Rv1970	1	1	0	0	0	0	Mce family lipoprotein LprM"	0	0	0	0	0	0	 // Corrected Start	
Rv1973	1	1	0	0	0	0	Mce associated membrane protein"	1	1	0	0	0	0	0	
Rv1974	1	1	0	0	0	0	membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1976c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1979c	1	1	0	0	0	0	permease"	0	0	0	0	0	0	 // Corrected Start	
Rv1980c	1	1	0	0	0	0	immunogenic protein Mpt64"	0	0	0	0	0	0	 // Corrected Start	
Rv1982A	1	1	0	0	0	0	antitoxin VapB36"	1	1	0	0	0	0	0	
Rv1983	1	1	0	0	0	0	PE-PGRS family protein PE_PGRS35"	0	0	0	0	0	0	 // Corrected Start	
Rv1986	1	1	0	0	0	0	amino acid transporter"	1	1	0	0	0	0	0	
Rv1988	1	1	0	0	0	0	23S rRNA (adenine(2058)-N(6))-methyltransferase	1	1	0	0	0	0	0	
Rv1989c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1991c	1	1	0	0	0	0	mRNA interferase MazF6"	0	0	0	0	0	0	 // Corrected Start	
Rv1992c	1	1	0	0	0	0	cation transporter ATPase G"	0	0	0	0	0	0	 // Corrected Start	
Rv1993c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1995	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv1997	1	1	0	0	0	0	cation transporter ATPase F"	0	0	0	0	0	0	 // Corrected Start	
Rv2001	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2003c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2006	1	1	0	0	0	0	trehalose-6-phosphate phosphatase OtsB"	0	0	0	0	0	0	 // Corrected Start	
Rv2007c	1	1	0	0	0	0	ferredoxin"	0	0	0	0	0	0	 // Corrected Start	
Rv2009	1	1	0	0	0	0	antitoxin VapB15"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv2019	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2022c	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2023c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv2024c	1	0	1	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Stop	
Rv2027c	1	1	0	0	0	0	two component sensor histidine kinase DosT"	0	0	0	0	0	0	 // Corrected Start	
Rv2030c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2033c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2034	1	1	0	0	0	0	ArsR family HTH-type transcriptional repressor"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv2037c	1	1	0	0	0	0	transmembrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2039c	1	1	0	0	0	0	sugar ABC transporter permease"	0	0	0	0	0	0	 // Corrected Start	
Rv2045c	1	1	0	0	0	0	carboxylesterase LipT"	0	0	0	0	0	0	 // Corrected Start	
Rv2047c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2051c	1	1	0	0	0	0	polyprenol-monophosphomannose synthase"	0	0	0	0	0	0	 // Corrected Start	
Rv2052c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2053c	1	1	0	0	0	0	transmembrane protein FxsA"	1	1	0	0	0	0	0	
Rv2056c	1	1	0	0	0	0	30S ribosomal protein S14"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv2058c	1	1	0	0	0	0	50S ribosomal protein L28"	1	1	0	0	0	0	 // No unique shift for model found... MANUAL check	
Rv2059	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2061c	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2062c	1	1	0	0	0	0	cobalamin biosynthesis protein CobN"	0	0	0	0	0	0	 // Corrected Start	
Rv2063A	1	1	0	0	0	0	mRNA interferase MazF7"	1	1	0	0	0	0	0	
Rv2064	1	1	0	0	0	0	precorrin-3B synthase"	0	0	0	0	0	0	 // Corrected Start	
Rv2065	1	1	0	0	0	0	precorrin-8X methylmutase"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv2067c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2070c	1	1	0	0	0	0	precorrin-6A reductase"	1	1	0	0	0	0	0	
Rv2073c	1	1	0	0	0	0	oxidoreductase"	0	0	0	0	0	0	 // Corrected Start	
Rv2074	1	1	0	0	0	0	pyridoxamine 5'-phosphate oxidase"	0	0	0	0	0	0	 // Corrected Start	
Rv2076c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2077A	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2078	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2082	3	1	1	0	0	1	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv2084	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2085	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2086	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2088	1	1	0	0	0	0	transmembrane serine/threonine-protein kinase	0	0	0	0	0	0	 // Corrected Start	
Rv2092c	1	1	0	0	0	0	ATP-dependent DNA helicase HelY"	0	0	0	0	0	0	 // Corrected Start	
Rv2093c	4	1	1	2	0	1	Sec-independent protein translocase	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv2094c	1	1	0	0	0	0	Sec-independent protein translocase	0	0	0	0	0	0	 // Corrected Start	
Rv2097c	1	1	0	0	0	0	proteasome accessory factor PafA"	0	0	0	0	0	0	 // Corrected Start	
Rv2101	3	0	1	15	0	1	helicase HelZ"	0	0	0	2	0	0	 // Corrected Stop	
Rv2102	3	1	1	0	0	1	hypothetical protein"	0	0	0	0	0	0	 // Modell shifted 2 base(s) // Corrected Start // Corrected Stop	
Rv2112c	3	1	1	0	0	1	pup deamidase/depupylase"	0	0	0	0	0	0	 // Modell shifted 1 base(s) // Corrected Start // Corrected Stop	
Rv2113	1	1	0	0	0	0	integral membrane protein"	0	0	0	0	0	0	 // Modell shifted 1 base(s) // Corrected Start	
Rv2118c	1	1	0	0	0	0	tRNA (adenine(58)-N(1))-methyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv2120c	1	1	0	0	0	0	integral membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2122c	1	1	0	0	0	0	phosphoribosyl-ATP pyrophosphatase"	1	1	0	0	0	0	0	
Rv2123	1	1	0	0	0	0	PPE family protein PPE37"	0	0	0	0	0	0	 // Corrected Start	
Rv2124c	1	1	0	0	0	0	methionine synthase"	0	0	0	0	0	0	 // Corrected Start	
Rv2125	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2126c	1	1	0	0	0	0	PE-PGRS family protein PE_PGRS37"	0	0	0	0	0	0	 // Corrected Start	
Rv2127	1	1	0	0	0	0	L-asparagine permease"	0	0	0	0	0	0	 // Corrected Start	
Rv2131c	1	1	0	0	0	0	3'(2'),5'-bisphosphate nucleotidase CysQ"	1	1	0	0	0	0	0	
Rv2133c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2138	1	1	0	0	0	0	lipoprotein LppL"	0	0	0	0	0	0	 // Corrected Start	
Rv2141c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2142A	1	1	0	0	0	0	antitoxin ParD2"	0	0	0	0	0	0	 // Corrected Start	
Rv2146c	1	1	0	0	0	0	transmembrane protein"	1	1	0	0	0	0	0	
Rv2147c	1	1	0	0	0	0	cell division protein SepF"	0	0	0	0	0	0	 // Corrected Start	
Rv2149c	1	1	0	0	0	0	laccase domain-containing protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2152c	1	1	0	0	0	0	UDP-N-acetylmuramate--alanine ligase"	0	0	0	0	0	0	 // Corrected Start	
Rv2153c	1	1	0	0	0	0	UDP-N-acetylglucosamine--N-acetylmuramyl-	0	0	0	0	0	0	 // Corrected Start	
Rv2154c	1	1	0	0	0	0	lipid II flippase FtsW"	0	0	0	0	0	0	 // Corrected Start	
Rv2155c	1	1	0	0	0	0	UDP-N-acetylmuramoylalanine--D-glutamate ligase"	0	0	0	0	0	0	 // Corrected Start	
Rv2158c	1	1	0	0	0	0	Not Set	0	0	0	0	0	0	 // Corrected Start	
Rv2163c	1	1	0	0	0	0	penicillin-binding membrane protein PbpB"	0	0	0	0	0	0	 // Corrected Start	
Rv2165c	1	1	0	0	0	0	rRNA small subunit methyltransferase H"	0	0	0	0	0	0	 // Corrected Start	
Rv2170	1	1	0	0	0	0	GCN5-like N-acetyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv2171	1	1	0	0	0	0	lipoprotein LppM"	0	0	0	0	0	0	 // Corrected Start	
Rv2172c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2173	1	1	0	0	0	0	geranylgeranyl pyrophosphate synthetase IdsA"	0	0	0	0	0	0	 // Corrected Start	
Rv2176	1	1	0	0	0	0	serine/threonine-protein kinase PknL"	0	0	0	0	0	0	 // Corrected Start	
Rv2179c	1	1	0	0	0	0	3'-5' exoribonuclease"	1	1	0	0	0	0	0	
Rv2180c	1	1	0	0	0	0	integral membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2183c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2184c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2185c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2187	1	1	0	0	0	0	long-chain-fatty-acid--CoA ligase FadD15"	0	0	0	0	0	0	 // Corrected Start	
